tanggal,completeness 
2019-02-17T20:00:00.560Z,98.7650860936433 
2019-02-17T21:00:00.560Z,98.8281455271594 
2019-02-17T22:00:00.560Z,99.0803832612237 
2019-02-17T23:00:00.560Z,99.1434426947398 
2019-02-18T00:00:00.560Z,98.4287691148908 
2019-02-18T01:00:00.560Z,98.9542643941915 
2019-02-18T02:00:00.560Z,99.1854823170839 
2019-02-18T03:00:00.560Z,99.1014030723957 
2019-02-18T04:00:00.560Z,98.3867294925467 
2019-02-18T05:00:00.560Z,98.5128483595789 
2019-02-18T06:00:00.560Z,98.0083728914502 
2019-02-18T07:00:00.560Z,96.8382700695405 
2019-02-18T08:00:00.560Z,69.5545551682461 
