tanggal,completeness 
2019-02-17T22:00:00.560Z,99.4077053575211 
2019-02-17T23:00:00.560Z,98.7308894102269 
2019-02-18T00:00:00.560Z,96.6423457788769 
2019-02-18T01:00:00.560Z,96.1543411473515 
2019-02-18T02:00:00.560Z,96.165960305245 
2019-02-18T03:00:00.560Z,96.1369124105113 
2019-02-18T04:00:00.560Z,95.7099083579265 
2019-02-18T05:00:00.560Z,95.3148569895488 
2019-02-18T06:00:00.560Z,95.0098540948454 
2019-02-18T07:00:00.560Z,94.7948996738163 
2019-02-18T08:00:00.560Z,52.3355919416299 
